2026-09-06 07:46:23.753 UTC [1] LOG:  starting PostgreSQL 15.15 on x86_64-pc-linux-musl, compiled by gcc (Alpine 14.2.0) 14.2.0, 64-bit
2026-09-06 12:30:40.352 UTC [28] LOG:  checkpoint starting: time
2026-09-06 12:30:40.832 UTC [28] LOG:  checkpoint complete: wrote 5 buffers (0.0%); 0 WAL file(s) added, 0 removed, 0 recycled; write=0.438 s, sync=0.010 s, total=0.484 s; sync files=5, longest=0.007 s, average=0.002 s; distance=6 kB, estimate=9 kB
2026-09-06 12:36:09.872 UTC [28] LOG:  checkpoint starting: time
2026-09-06 12:36:10.008 UTC [28] LOG:  checkpoint complete: wrote 2 buffers (0.0%); 0 WAL file(s) added, 0 removed, 0 recycled; write=0.106 s, sync=0.007 s, total=0.138 s; sync files=2, longest=0.006 s, average=0.004 s; distance=1 kB, estimate=8 kB
2026-09-06 12:41:38.022 UTC [28] LOG:  checkpoint starting: time
2026-09-06 12:41:39.470 UTC [28] LOG:  checkpoint complete: wrote 15 buffers (0.1%); 0 WAL file(s) added, 0 removed, 0 recycled; write=1.416 s, sync=0.014 s, total=1.448 s; sync files=15, longest=0.006 s, average=0.001 s; distance=12 kB, estimate=12 kB
2026-09-06 14:20:10.719 UTC [1] LOG:  received fast shutdown request
2026-09-06 14:20:10.726 UTC [1] LOG:  aborting any active transactions
2026-09-06 14:20:10.732 UTC [56] FATAL:  terminating connection due to administrator command
2026-09-06 14:20:10.743 UTC [1] LOG:  background worker "logical replication launcher" (PID 33) exited with exit code 1
2026-09-06 14:20:10.743 UTC [28] LOG:  shutting down
2026-09-06 14:20:10.750 UTC [28] LOG:  checkpoint starting: shutdown immediate
2026-09-06 14:20:10.822 UTC [28] LOG:  checkpoint complete: wrote 0 buffers (0.0%); 0 WAL file(s) added, 0 removed, 0 recycled; write=0.019 s, sync=0.001 s, total=0.078 s; sync files=0, longest=0.000 s, average=0.000 s; distance=0 kB, estimate=11 kB
2026-09-06 14:20:10.841 UTC [1] LOG:  database system is shut down
2026-09-06 20:38:32.529 UTC [1] LOG:  starting PostgreSQL 15.15 on x86_64-pc-linux-musl, compiled by gcc (Alpine 14.2.0) 14.2.0, 64-bit
2026-09-06 20:38:32.530 UTC [1] LOG:  listening on IPv4 address "0.0.0.0", port 5432
2026-09-06 20:38:32.530 UTC [1] LOG:  listening on IPv6 address "::", port 5432
2026-09-06 20:38:32.548 UTC [1] LOG:  listening on Unix socket "/var/run/postgresql/.s.PGSQL.5432"
2026-09-06 20:38:32.578 UTC [31] LOG:  database system was shut down at 2026-09-06 14:20:10 UTC
2026-09-06 20:38:32.618 UTC [1] LOG:  database system is ready to accept connections
2026-09-06 20:43:47.589 UTC [29] LOG:  checkpoint starting: time
2026-09-06 20:43:47.820 UTC [29] LOG:  checkpoint complete: wrote 3 buffers (0.0%); 0 WAL file(s) added, 0 removed, 0 recycled; write=0.134 s, sync=0.042 s, total=0.231 s; sync files=3, longest=0.028 s, average=0.014 s; distance=0 kB, estimate=0 kB
2026-09-06 20:54:20.640 UTC [29] LOG:  checkpoint starting: time
2026-09-06 20:54:22.134 UTC [29] LOG:  checkpoint complete: wrote 15 buffers (0.1%); 0 WAL file(s) added, 0 removed, 0 recycled; write=1.413 s, sync=0.020 s, total=1.495 s; sync files=15, longest=0.007 s, average=0.002 s; distance=13 kB, estimate=13 kB
2026-09-06 20:59:37.907 UTC [29] LOG:  checkpoint starting: time
2026-09-06 20:59:38.622 UTC [29] LOG:  checkpoint complete: wrote 7 buffers (0.0%); 0 WAL file(s) added, 0 removed, 0 recycled; write=0.606 s, sync=0.049 s, total=0.716 s; sync files=7, longest=0.045 s, average=0.007 s; distance=8 kB, estimate=12 kB
2026-09-06 21:04:57.322 UTC [29] LOG:  checkpoint starting: time
2026-09-06 21:04:57.893 UTC [29] LOG:  checkpoint complete: wrote 5 buffers (0.0%); 0 WAL file(s) added, 0 removed, 0 recycled; write=0.494 s, sync=0.013 s, total=0.572 s; sync files=5, longest=0.008 s, average=0.003 s; distance=10 kB, estimate=12 kB
2026-09-06 21:10:17.529 UTC [29] LOG:  checkpoint starting: time
2026-09-06 21:10:18.072 UTC [29] LOG:  checkpoint complete: wrote 5 buffers (0.0%); 0 WAL file(s) added, 0 removed, 0 recycled; write=0.450 s, sync=0.048 s, total=0.544 s; sync files=5, longest=0.045 s, average=0.010 s; distance=9 kB, estimate=12 kB
2026-09-06 21:20:59.405 UTC [29] LOG:  checkpoint starting: time
2026-09-06 21:21:01.734 UTC [29] LOG:  checkpoint complete: wrote 23 buffers (0.1%); 0 WAL file(s) added, 0 removed, 0 recycled; write=2.266 s, sync=0.029 s, total=2.330 s; sync files=23, longest=0.014 s, average=0.002 s; distance=19 kB, estimate=19 kB
2026-09-06 21:26:22.223 UTC [29] LOG:  checkpoint starting: time
2026-09-06 21:26:22.349 UTC [29] LOG:  checkpoint complete: wrote 2 buffers (0.0%); 0 WAL file(s) added, 0 removed, 0 recycled; write=0.104 s, sync=0.005 s, total=0.126 s; sync files=2, longest=0.004 s, average=0.003 s; distance=3 kB, estimate=18 kB
